,Weight,Zone,Type of Delivery,Price,Year
6173,129,8,FedEx 2Day® A.M.,989.43,2021
6174,130,8,FedEx First Overnight,"1,186.90",2021
6175,130,8,FedEx Priority Overnight,"1,146.60",2021
6176,130,8,FedEx Std Overnight,"1,123.20",2021
6177,130,8,FedEx 2DAy,850.2,2021
6178,130,8,FedEx Express Saver,664.30,2021
6179,130,8,FedEx 2Day® A.M.,997.10,2021
6180,131,8,FedEx First Overnight,"1,196.03",2021
6181,131,8,FedEx Priority Overnight,"1,155.42",2021
6182,131,8,FedEx Std Overnight,"1,131.84",2021
6183,131,8,FedEx 2DAy,856.74,2021
6184,131,8,FedEx Express Saver,669.41,2021
6185,131,8,FedEx 2Day® A.M.,"1,004.77",2021
6186,132,8,FedEx First Overnight,"1,205.16",2021
6187,132,8,FedEx Priority Overnight,"1,164.24",2021
6188,132,8,FedEx Std Overnight,"1,140.48",2021
6189,132,8,FedEx 2DAy,863.28,2021
6190,132,8,FedEx Express Saver,674.52,2021
6191,132,8,FedEx 2Day® A.M.,"1,012.44",2021
6192,133,8,FedEx First Overnight,"1,214.29",2021
6193,133,8,FedEx Priority Overnight,"1,173.06",2021
6194,133,8,FedEx Std Overnight,"1,149.12",2021
6195,133,8,FedEx 2DAy,869.82,2021
6196,133,8,FedEx Express Saver,679.63,2021
6197,133,8,FedEx 2Day® A.M.,"1,020.11",2021
6198,134,8,FedEx First Overnight,"1,223.42",2021
6199,134,8,FedEx Priority Overnight,"1,181.88",2021
6200,134,8,FedEx Std Overnight,"1,157.76",2021
6201,134,8,FedEx 2DAy,876.36,2021
6202,134,8,FedEx Express Saver,684.74,2021
6203,134,8,FedEx 2Day® A.M.,"1,027.78",2021
6204,135,8,FedEx First Overnight,"1,232.55",2021
6205,135,8,FedEx Priority Overnight,"1,190.70",2021
6206,135,8,FedEx Std Overnight,"1,166.40",2021
6207,135,8,FedEx 2DAy,882.9,2021
6208,135,8,FedEx Express Saver,689.85,2021
6209,135,8,FedEx 2Day® A.M.,"1,035.45",2021
6210,136,8,FedEx First Overnight,"1,241.68",2021
6211,136,8,FedEx Priority Overnight,"1,199.52",2021
6212,136,8,FedEx Std Overnight,"1,175.04",2021
6213,136,8,FedEx 2DAy,889.44,2021
6214,136,8,FedEx Express Saver,694.96,2021
6215,136,8,FedEx 2Day® A.M.,"1,043.12",2021
6216,137,8,FedEx First Overnight,"1,250.81",2021
6217,137,8,FedEx Priority Overnight,"1,208.34",2021
6218,137,8,FedEx Std Overnight,"1,183.68",2021
6219,137,8,FedEx 2DAy,895.98,2021
6220,137,8,FedEx Express Saver,700.07,2021
6221,137,8,FedEx 2Day® A.M.,"1,050.79",2021
6222,138,8,FedEx First Overnight,"1,259.94",2021
6223,138,8,FedEx Priority Overnight,"1,217.16",2021
6224,138,8,FedEx Std Overnight,"1,192.32",2021
6225,138,8,FedEx 2DAy,902.52,2021
6226,138,8,FedEx Express Saver,705.18,2021
6227,138,8,FedEx 2Day® A.M.,"1,058.46",2021
6228,139,8,FedEx First Overnight,"1,269.07",2021
6229,139,8,FedEx Priority Overnight,"1,225.98",2021
6230,139,8,FedEx Std Overnight,"1,200.96",2021
6231,139,8,FedEx 2DAy,909.06,2021
6232,139,8,FedEx Express Saver,710.29,2021
6233,139,8,FedEx 2Day® A.M.,"1,066.13",2021
6234,140,8,FedEx First Overnight,"1,278.20",2021
6235,140,8,FedEx Priority Overnight,"1,234.80",2021
6236,140,8,FedEx Std Overnight,"1,209.60",2021
6237,140,8,FedEx 2DAy,915.6,2021
6238,140,8,FedEx Express Saver,715.40,2021
6239,140,8,FedEx 2Day® A.M.,"1,073.80",2021
6240,141,8,FedEx First Overnight,"1,287.33",2021
6241,141,8,FedEx Priority Overnight,"1,243.62",2021
6242,141,8,FedEx Std Overnight,"1,218.24",2021
6243,141,8,FedEx 2DAy,922.14,2021
6244,141,8,FedEx Express Saver,720.51,2021
6245,141,8,FedEx 2Day® A.M.,"1,081.47",2021
6246,142,8,FedEx First Overnight,"1,296.46",2021
6247,142,8,FedEx Priority Overnight,"1,252.44",2021
6248,142,8,FedEx Std Overnight,"1,226.88",2021
6249,142,8,FedEx 2DAy,928.68,2021
6250,142,8,FedEx Express Saver,725.62,2021
6251,142,8,FedEx 2Day® A.M.,"1,089.14",2021
6252,143,8,FedEx First Overnight,"1,305.59",2021
6253,143,8,FedEx Priority Overnight,"1,261.26",2021
6254,143,8,FedEx Std Overnight,"1,235.52",2021
6255,143,8,FedEx 2DAy,935.22,2021
6256,143,8,FedEx Express Saver,730.73,2021
6257,143,8,FedEx 2Day® A.M.,"1,096.81",2021
6258,144,8,FedEx First Overnight,"1,314.72",2021
6259,144,8,FedEx Priority Overnight,"1,270.08",2021
6260,144,8,FedEx Std Overnight,"1,244.16",2021
6261,144,8,FedEx 2DAy,941.76,2021
6262,144,8,FedEx Express Saver,735.84,2021
6263,144,8,FedEx 2Day® A.M.,"1,104.48",2021
6264,145,8,FedEx First Overnight,"1,323.85",2021
6265,145,8,FedEx Priority Overnight,"1,278.90",2021
6266,145,8,FedEx Std Overnight,"1,252.80",2021
6267,145,8,FedEx 2DAy,948.3,2021
6268,145,8,FedEx Express Saver,740.95,2021
6269,145,8,FedEx 2Day® A.M.,"1,112.15",2021
6270,146,8,FedEx First Overnight,"1,332.98",2021
6271,146,8,FedEx Priority Overnight,"1,287.72",2021
6272,146,8,FedEx Std Overnight,"1,261.44",2021
6273,146,8,FedEx 2DAy,954.84,2021
6274,146,8,FedEx Express Saver,746.06,2021
6275,146,8,FedEx 2Day® A.M.,"1,119.82",2021
6276,147,8,FedEx First Overnight,"1,342.11",2021
6277,147,8,FedEx Priority Overnight,"1,296.54",2021
6278,147,8,FedEx Std Overnight,"1,270.08",2021
6279,147,8,FedEx 2DAy,961.38,2021
6280,147,8,FedEx Express Saver,751.17,2021
6281,147,8,FedEx 2Day® A.M.,"1,127.49",2021
6282,148,8,FedEx First Overnight,"1,351.24",2021
6283,148,8,FedEx Priority Overnight,"1,305.36",2021
6284,148,8,FedEx Std Overnight,"1,278.72",2021
6285,148,8,FedEx 2DAy,967.92,2021
6286,148,8,FedEx Express Saver,756.28,2021
6287,148,8,FedEx 2Day® A.M.,"1,135.16",2021
6288,149,8,FedEx First Overnight,"1,360.37",2021
6289,149,8,FedEx Priority Overnight,"1,314.18",2021
6290,149,8,FedEx Std Overnight,"1,287.36",2021
6291,149,8,FedEx 2DAy,974.46,2021
6292,149,8,FedEx Express Saver,761.39,2021
6293,149,8,FedEx 2Day® A.M.,"1,142.83",2021
6294,150,8,FedEx First Overnight,"1,369.50",2021
6295,150,8,FedEx Priority Overnight,"1,323.00",2021
6296,150,8,FedEx Std Overnight,"1,296.00",2021
6297,150,8,FedEx 2DAy,981.0,2021
6298,150,8,FedEx Express Saver,766.50,2021
6299,150,8,FedEx 2Day® A.M.,"1,150.50",2021
6300,1,2,FedEx First Overnight,65.14,2022
6301,1,2,FedEx Priority Overnight,34.14,2022
6302,1,2,FedEx Std Overnight,31.22,2022
6303,1,2,FedEx 2DAy,21.02,2022
6304,1,2,FedEx Express Saver,19.57,2022
6305,1,2,FedEx 2Day® A.M.,23.52,2022
6306,2,2,FedEx First Overnight,65.59,2022
6307,2,2,FedEx Priority Overnight,34.59,2022
6308,2,2,FedEx Std Overnight,33.30,2022
6309,2,2,FedEx 2DAy,21.87,2022
6310,2,2,FedEx Express Saver,19.93,2022
6311,2,2,FedEx 2Day® A.M.,23.93,2022
6312,3,2,FedEx First Overnight,68.74,2022
6313,3,2,FedEx Priority Overnight,37.74,2022
6314,3,2,FedEx Std Overnight,36.19,2022
6315,3,2,FedEx 2DAy,22.23,2022
6316,3,2,FedEx Express Saver,21.17,2022
6317,3,2,FedEx 2Day® A.M.,24.33,2022
6318,4,2,FedEx First Overnight,72.17,2022
6319,4,2,FedEx Priority Overnight,41.17,2022
6320,4,2,FedEx Std Overnight,39.04,2022
6321,4,2,FedEx 2DAy,22.91,2022
6322,4,2,FedEx Express Saver,21.54,2022
6323,4,2,FedEx 2Day® A.M.,25.06,2022
6324,5,2,FedEx First Overnight,72.52,2022
6325,5,2,FedEx Priority Overnight,41.52,2022
6326,5,2,FedEx Std Overnight,39.73,2022
6327,5,2,FedEx 2DAy,23.60,2022
6328,5,2,FedEx Express Saver,21.91,2022
6329,5,2,FedEx 2Day® A.M.,25.79,2022
6330,6,2,FedEx First Overnight,78.59,2022
6331,6,2,FedEx Priority Overnight,47.59,2022
6332,6,2,FedEx Std Overnight,41.93,2022
6333,6,2,FedEx 2DAy,24.62,2022
6334,6,2,FedEx Express Saver,23.68,2022
6335,6,2,FedEx 2Day® A.M.,26.91,2022
6336,7,2,FedEx First Overnight,79.20,2022
6337,7,2,FedEx Priority Overnight,48.20,2022
6338,7,2,FedEx Std Overnight,43.29,2022
6339,7,2,FedEx 2DAy,25.65,2022
6340,7,2,FedEx Express Saver,24.06,2022
6341,7,2,FedEx 2Day® A.M.,28.06,2022
6342,8,2,FedEx First Overnight,79.41,2022
6343,8,2,FedEx Priority Overnight,48.41,2022
6344,8,2,FedEx Std Overnight,45.56,2022
6345,8,2,FedEx 2DAy,26.68,2022
6346,8,2,FedEx Express Saver,24.96,2022
6347,8,2,FedEx 2Day® A.M.,29.19,2022
6348,9,2,FedEx First Overnight,79.63,2022
6349,9,2,FedEx Priority Overnight,48.63,2022
6350,9,2,FedEx Std Overnight,47.12,2022
6351,9,2,FedEx 2DAy,28.05,2022
6352,9,2,FedEx Express Saver,25.18,2022
6353,9,2,FedEx 2Day® A.M.,30.73,2022
6354,10,2,FedEx First Overnight,80.06,2022
6355,10,2,FedEx Priority Overnight,49.06,2022
6356,10,2,FedEx Std Overnight,47.36,2022
6357,10,2,FedEx 2DAy,28.28,2022
6358,10,2,FedEx Express Saver,25.43,2022
6359,10,2,FedEx 2Day® A.M.,32.19,2022
6360,11,2,FedEx First Overnight,88.64,2022
6361,11,2,FedEx Priority Overnight,57.64,2022
6362,11,2,FedEx Std Overnight,50.77,2022
6363,11,2,FedEx 2DAy,30.76,2022
6364,11,2,FedEx Express Saver,30.15,2022
6365,11,2,FedEx 2Day® A.M.,33.63,2022
6366,12,2,FedEx First Overnight,89.99,2022
6367,12,2,FedEx Priority Overnight,58.99,2022
6368,12,2,FedEx Std Overnight,52.47,2022
6369,12,2,FedEx 2DAy,32.39,2022
6370,12,2,FedEx Express Saver,30.9,2022
6371,12,2,FedEx 2Day® A.M.,36.51,2022
6372,13,2,FedEx First Overnight,90.21,2022
6373,13,2,FedEx Priority Overnight,59.21,2022
6374,13,2,FedEx Std Overnight,53.05,2022
6375,13,2,FedEx 2DAy,34.67,2022
6376,13,2,FedEx Express Saver,33.69,2022
6377,13,2,FedEx 2Day® A.M.,37.91,2022
6378,14,2,FedEx First Overnight,91.42,2022
6379,14,2,FedEx Priority Overnight,60.42,2022
6380,14,2,FedEx Std Overnight,55.10,2022
6381,14,2,FedEx 2DAy,36.40,2022
6382,14,2,FedEx Express Saver,34.05,2022
6383,14,2,FedEx 2Day® A.M.,39.79,2022
6384,15,2,FedEx First Overnight,91.64,2022
6385,15,2,FedEx Priority Overnight,60.64,2022
6386,15,2,FedEx Std Overnight,57.22,2022
6387,15,2,FedEx 2DAy,37.78,2022
6388,15,2,FedEx Express Saver,34.27,2022
6389,15,2,FedEx 2Day® A.M.,42.57,2022
6390,16,2,FedEx First Overnight,95.58,2022
6391,16,2,FedEx Priority Overnight,64.58,2022
6392,16,2,FedEx Std Overnight,58.43,2022
6393,16,2,FedEx 2DAy,38.67,2022
6394,16,2,FedEx Express Saver,36.34,2022
6395,16,2,FedEx 2Day® A.M.,44.59,2022
6396,17,2,FedEx First Overnight,99.28,2022
6397,17,2,FedEx Priority Overnight,68.28,2022
6398,17,2,FedEx Std Overnight,59.69,2022
6399,17,2,FedEx 2DAy,39.86,2022
6400,17,2,FedEx Express Saver,36.56,2022
6401,17,2,FedEx 2Day® A.M.,44.91,2022
6402,18,2,FedEx First Overnight,99.83,2022
6403,18,2,FedEx Priority Overnight,68.83,2022
6404,18,2,FedEx Std Overnight,63.23,2022
6405,18,2,FedEx 2DAy,41.19,2022
6406,18,2,FedEx Express Saver,39.88,2022
6407,18,2,FedEx 2Day® A.M.,47.92,2022
6408,19,2,FedEx First Overnight,100.28,2022
6409,19,2,FedEx Priority Overnight,69.28,2022
6410,19,2,FedEx Std Overnight,64.93,2022
6411,19,2,FedEx 2DAy,42.82,2022
6412,19,2,FedEx Express Saver,40.91,2022
6413,19,2,FedEx 2Day® A.M.,48.23,2022
6414,20,2,FedEx First Overnight,100.64,2022
6415,20,2,FedEx Priority Overnight,69.64,2022
6416,20,2,FedEx Std Overnight,66.13,2022
6417,20,2,FedEx 2DAy,44.30,2022
6418,20,2,FedEx Express Saver,41.13,2022
6419,20,2,FedEx 2Day® A.M.,48.47,2022
6420,21,2,FedEx First Overnight,103.68,2022
6421,21,2,FedEx Priority Overnight,72.68,2022
6422,21,2,FedEx Std Overnight,67.91,2022
6423,21,2,FedEx 2DAy,46.36,2022
6424,21,2,FedEx Express Saver,42.31,2022
6425,21,2,FedEx 2Day® A.M.,53.23,2022
6426,22,2,FedEx First Overnight,107.01,2022
6427,22,2,FedEx Priority Overnight,76.01,2022
6428,22,2,FedEx Std Overnight,70.30,2022
6429,22,2,FedEx 2DAy,47.79,2022
6430,22,2,FedEx Express Saver,45.35,2022
6431,22,2,FedEx 2Day® A.M.,53.86,2022
6432,23,2,FedEx First Overnight,107.43,2022
6433,23,2,FedEx Priority Overnight,76.43,2022
6434,23,2,FedEx Std Overnight,71.50,2022
6435,23,2,FedEx 2DAy,48.96,2022
6436,23,2,FedEx Express Saver,47.09,2022
6437,23,2,FedEx 2Day® A.M.,56.48,2022
6438,24,2,FedEx First Overnight,109.46,2022
6439,24,2,FedEx Priority Overnight,78.46,2022
6440,24,2,FedEx Std Overnight,73.28,2022
6441,24,2,FedEx 2DAy,50.08,2022
6442,24,2,FedEx Express Saver,47.31,2022
6443,24,2,FedEx 2Day® A.M.,58.66,2022
6444,25,2,FedEx First Overnight,109.86,2022
6445,25,2,FedEx Priority Overnight,78.86,2022
6446,25,2,FedEx Std Overnight,74.27,2022
6447,25,2,FedEx 2DAy,51.71,2022
6448,25,2,FedEx Express Saver,47.54,2022
6449,25,2,FedEx 2Day® A.M.,58.88,2022
6450,26,2,FedEx First Overnight,114.69,2022
6451,26,2,FedEx Priority Overnight,83.69,2022
6452,26,2,FedEx Std Overnight,74.48,2022
6453,26,2,FedEx 2DAy,53.26,2022
6454,26,2,FedEx Express Saver,51.97,2022
6455,26,2,FedEx 2Day® A.M.,60.68,2022
6456,27,2,FedEx First Overnight,115.19,2022
6457,27,2,FedEx Priority Overnight,84.19,2022
6458,27,2,FedEx Std Overnight,77.87,2022
6459,27,2,FedEx 2DAy,54.96,2022
6460,27,2,FedEx Express Saver,53.65,2022
6461,27,2,FedEx 2Day® A.M.,61.67,2022
6462,28,2,FedEx First Overnight,116.95,2022
6463,28,2,FedEx Priority Overnight,85.95,2022
6464,28,2,FedEx Std Overnight,78.21,2022
6465,28,2,FedEx 2DAy,56.72,2022
6466,28,2,FedEx Express Saver,55.27,2022
6467,28,2,FedEx 2Day® A.M.,63.18,2022
6468,29,2,FedEx First Overnight,117.38,2022
6469,29,2,FedEx Priority Overnight,86.38,2022
6470,29,2,FedEx Std Overnight,79.72,2022
6471,29,2,FedEx 2DAy,58.19,2022
6472,29,2,FedEx Express Saver,55.49,2022
6473,29,2,FedEx 2Day® A.M.,66.40,2022
6474,30,2,FedEx First Overnight,117.78,2022
6475,30,2,FedEx Priority Overnight,86.78,2022
6476,30,2,FedEx Std Overnight,83.35,2022
6477,30,2,FedEx 2DAy,58.42,2022
6478,30,2,FedEx Express Saver,55.71,2022
6479,30,2,FedEx 2Day® A.M.,68.39,2022
6480,31,2,FedEx First Overnight,121.08,2022
6481,31,2,FedEx Priority Overnight,90.08,2022
6482,31,2,FedEx Std Overnight,84.90,2022
6483,31,2,FedEx 2DAy,58.66,2022
6484,31,2,FedEx Express Saver,57.5,2022
6485,31,2,FedEx 2Day® A.M.,68.87,2022
6486,32,2,FedEx First Overnight,123.65,2022
6487,32,2,FedEx Priority Overnight,92.65,2022
6488,32,2,FedEx Std Overnight,86.66,2022
6489,32,2,FedEx 2DAy,58.91,2022
6490,32,2,FedEx Express Saver,57.75,2022
6491,32,2,FedEx 2Day® A.M.,69.09,2022
6492,33,2,FedEx First Overnight,125.86,2022
6493,33,2,FedEx Priority Overnight,94.86,2022
6494,33,2,FedEx Std Overnight,88.58,2022
6495,33,2,FedEx 2DAy,63.77,2022
6496,33,2,FedEx Express Saver,61.01,2022
6497,33,2,FedEx 2Day® A.M.,71.86,2022
6498,34,2,FedEx First Overnight,127.90,2022
6499,34,2,FedEx Priority Overnight,96.90,2022
6500,34,2,FedEx Std Overnight,90.11,2022
6501,34,2,FedEx 2DAy,65.77,2022
6502,34,2,FedEx Express Saver,62.22,2022
6503,34,2,FedEx 2Day® A.M.,74.10,2022
6504,35,2,FedEx First Overnight,129.97,2022
6505,35,2,FedEx Priority Overnight,98.97,2022
6506,35,2,FedEx Std Overnight,92.68,2022
6507,35,2,FedEx 2DAy,67.10,2022
6508,35,2,FedEx Express Saver,63.43,2022
6509,35,2,FedEx 2Day® A.M.,75.60,2022
6510,36,2,FedEx First Overnight,134.07,2022
6511,36,2,FedEx Priority Overnight,103.07,2022
6512,36,2,FedEx Std Overnight,93.26,2022
6513,36,2,FedEx 2DAy,68.15,2022
6514,36,2,FedEx Express Saver,65.23,2022
6515,36,2,FedEx 2Day® A.M.,78.12,2022
6516,37,2,FedEx First Overnight,134.50,2022
6517,37,2,FedEx Priority Overnight,103.50,2022
6518,37,2,FedEx Std Overnight,93.48,2022
6519,37,2,FedEx 2DAy,69.41,2022
6520,37,2,FedEx Express Saver,65.58,2022
6521,37,2,FedEx 2Day® A.M.,78.38,2022
6522,38,2,FedEx First Overnight,134.74,2022
6523,38,2,FedEx Priority Overnight,103.74,2022
6524,38,2,FedEx Std Overnight,95.12,2022
6525,38,2,FedEx 2DAy,70.57,2022
6526,38,2,FedEx Express Saver,66.09,2022
6527,38,2,FedEx 2Day® A.M.,81.35,2022
6528,39,2,FedEx First Overnight,135.15,2022
6529,39,2,FedEx Priority Overnight,104.15,2022
6530,39,2,FedEx Std Overnight,97.54,2022
6531,39,2,FedEx 2DAy,72.82,2022
6532,39,2,FedEx Express Saver,66.3,2022
6533,39,2,FedEx 2Day® A.M.,83.58,2022
6534,40,2,FedEx First Overnight,135.41,2022
6535,40,2,FedEx Priority Overnight,104.41,2022
6536,40,2,FedEx Std Overnight,101.96,2022
6537,40,2,FedEx 2DAy,73.05,2022
6538,40,2,FedEx Express Saver,66.69,2022
6539,40,2,FedEx 2Day® A.M.,84.19,2022
6540,41,2,FedEx First Overnight,140.02,2022
6541,41,2,FedEx Priority Overnight,109.02,2022
6542,41,2,FedEx Std Overnight,103.71,2022
6543,41,2,FedEx 2DAy,76.59,2022
6544,41,2,FedEx Express Saver,74.39,2022
6545,41,2,FedEx 2Day® A.M.,87.89,2022
6546,42,2,FedEx First Overnight,141.61,2022
6547,42,2,FedEx Priority Overnight,110.61,2022
6548,42,2,FedEx Std Overnight,105.64,2022
6549,42,2,FedEx 2DAy,77.84,2022
6550,42,2,FedEx Express Saver,75.75,2022
6551,42,2,FedEx 2Day® A.M.,91.41,2022
6552,43,2,FedEx First Overnight,144.58,2022
6553,43,2,FedEx Priority Overnight,113.58,2022
6554,43,2,FedEx Std Overnight,107.40,2022
6555,43,2,FedEx 2DAy,79.47,2022
6556,43,2,FedEx Express Saver,77.22,2022
6557,43,2,FedEx 2Day® A.M.,91.78,2022
6558,44,2,FedEx First Overnight,147.14,2022
6559,44,2,FedEx Priority Overnight,116.14,2022
6560,44,2,FedEx Std Overnight,109.25,2022
6561,44,2,FedEx 2DAy,80.81,2022
6562,44,2,FedEx Express Saver,77.79,2022
6563,44,2,FedEx 2Day® A.M.,92.76,2022
6564,45,2,FedEx First Overnight,152.66,2022
6565,45,2,FedEx Priority Overnight,121.66,2022
6566,45,2,FedEx Std Overnight,111.02,2022
6567,45,2,FedEx 2DAy,81.17,2022
6568,45,2,FedEx Express Saver,78.01,2022
6569,45,2,FedEx 2Day® A.M.,93.02,2022
6570,46,2,FedEx First Overnight,155.99,2022
6571,46,2,FedEx Priority Overnight,124.99,2022
6572,46,2,FedEx Std Overnight,112.70,2022
6573,46,2,FedEx 2DAy,83.68,2022
6574,46,2,FedEx Express Saver,78.23,2022
6575,46,2,FedEx 2Day® A.M.,93.26,2022
6576,47,2,FedEx First Overnight,157.80,2022
6577,47,2,FedEx Priority Overnight,126.80,2022
6578,47,2,FedEx Std Overnight,115.11,2022
6579,47,2,FedEx 2DAy,83.94,2022
6580,47,2,FedEx Express Saver,78.45,2022
6581,47,2,FedEx 2Day® A.M.,97.35,2022
6582,48,2,FedEx First Overnight,158.02,2022
6583,48,2,FedEx Priority Overnight,127.02,2022
6584,48,2,FedEx Std Overnight,116.80,2022
6585,48,2,FedEx 2DAy,85.69,2022
6586,48,2,FedEx Express Saver,78.67,2022
6587,48,2,FedEx 2Day® A.M.,99.29,2022
6588,49,2,FedEx First Overnight,158.23,2022
6589,49,2,FedEx Priority Overnight,127.23,2022
6590,49,2,FedEx Std Overnight,118.58,2022
6591,49,2,FedEx 2DAy,85.92,2022
6592,49,2,FedEx Express Saver,78.89,2022
6593,49,2,FedEx 2Day® A.M.,99.51,2022
6594,50,2,FedEx First Overnight,158.96,2022
6595,50,2,FedEx Priority Overnight,127.96,2022
6596,50,2,FedEx Std Overnight,120.91,2022
6597,50,2,FedEx 2DAy,86.15,2022
6598,50,2,FedEx Express Saver,79.25,2022
6599,50,2,FedEx 2Day® A.M.,100.55,2022
6600,51,2,FedEx First Overnight,173.38,2022
6601,51,2,FedEx Priority Overnight,142.38,2022
6602,51,2,FedEx Std Overnight,122.62,2022
6603,51,2,FedEx 2DAy,86.95,2022
6604,51,2,FedEx Express Saver,85.24,2022
6605,51,2,FedEx 2Day® A.M.,106.28,2022
6606,52,2,FedEx First Overnight,175.55,2022
6607,52,2,FedEx Priority Overnight,144.55,2022
6608,52,2,FedEx Std Overnight,125.08,2022
6609,52,2,FedEx 2DAy,93.09,2022
6610,52,2,FedEx Express Saver,87.2,2022
6611,52,2,FedEx 2Day® A.M.,113.56,2022
6612,53,2,FedEx First Overnight,177.12,2022
6613,53,2,FedEx Priority Overnight,146.12,2022
6614,53,2,FedEx Std Overnight,127.36,2022
6615,53,2,FedEx 2DAy,94.95,2022
6616,53,2,FedEx Express Saver,90.55,2022
6617,53,2,FedEx 2Day® A.M.,114.29,2022
6618,54,2,FedEx First Overnight,177.57,2022
6619,54,2,FedEx Priority Overnight,146.57,2022
6620,54,2,FedEx Std Overnight,129.03,2022
6621,54,2,FedEx 2DAy,96.29,2022
6622,54,2,FedEx Express Saver,91.06,2022
6623,54,2,FedEx 2Day® A.M.,114.78,2022
6624,55,2,FedEx First Overnight,178.11,2022
6625,55,2,FedEx Priority Overnight,147.11,2022
6626,55,2,FedEx Std Overnight,131.53,2022
6627,55,2,FedEx 2DAy,98.07,2022
6628,55,2,FedEx Express Saver,91.5,2022
6629,55,2,FedEx 2Day® A.M.,115.27,2022
6630,56,2,FedEx First Overnight,188.77,2022
6631,56,2,FedEx Priority Overnight,157.77,2022
6632,56,2,FedEx Std Overnight,133.94,2022
6633,56,2,FedEx 2DAy,98.85,2022
6634,56,2,FedEx Express Saver,91.94,2022
6635,56,2,FedEx 2Day® A.M.,115.81,2022
6636,57,2,FedEx First Overnight,190.13,2022
6637,57,2,FedEx Priority Overnight,159.13,2022
6638,57,2,FedEx Std Overnight,136.83,2022
6639,57,2,FedEx 2DAy,99.31,2022
6640,57,2,FedEx Express Saver,92.38,2022
6641,57,2,FedEx 2Day® A.M.,118.78,2022
6642,58,2,FedEx First Overnight,190.59,2022
6643,58,2,FedEx Priority Overnight,159.59,2022
6644,58,2,FedEx Std Overnight,137.82,2022
6645,58,2,FedEx 2DAy,99.78,2022
6646,58,2,FedEx Express Saver,92.82,2022
6647,58,2,FedEx 2Day® A.M.,119.30,2022
6648,59,2,FedEx First Overnight,191.03,2022
6649,59,2,FedEx Priority Overnight,160.03,2022
6650,59,2,FedEx Std Overnight,138.25,2022
6651,59,2,FedEx 2DAy,100.24,2022
6652,59,2,FedEx Express Saver,93.26,2022
6653,59,2,FedEx 2Day® A.M.,122.05,2022
6654,60,2,FedEx First Overnight,191.49,2022
6655,60,2,FedEx Priority Overnight,160.49,2022
6656,60,2,FedEx Std Overnight,139.05,2022
6657,60,2,FedEx 2DAy,100.70,2022
6658,60,2,FedEx Express Saver,94.94,2022
6659,60,2,FedEx 2Day® A.M.,122.84,2022
6660,61,2,FedEx First Overnight,199.86,2022
6661,61,2,FedEx Priority Overnight,168.86,2022
6662,61,2,FedEx Std Overnight,139.48,2022
6663,61,2,FedEx 2DAy,101.16,2022
6664,61,2,FedEx Express Saver,97.38,2022
6665,61,2,FedEx 2Day® A.M.,123.28,2022
6666,62,2,FedEx First Overnight,201.80,2022
6667,62,2,FedEx Priority Overnight,170.80,2022
6668,62,2,FedEx Std Overnight,139.93,2022
6669,62,2,FedEx 2DAy,101.62,2022
6670,62,2,FedEx Express Saver,98.97,2022
6671,62,2,FedEx 2Day® A.M.,123.72,2022
6672,63,2,FedEx First Overnight,202.29,2022
6673,63,2,FedEx Priority Overnight,171.29,2022
6674,63,2,FedEx Std Overnight,148.86,2022
6675,63,2,FedEx 2DAy,102.08,2022
